,League,Team,Name,Position,Age,Height,Weight,BMI,Rating
768,MLS,LA Galaxy,Giancarlo Gonzalez,Defender,32,73,185,24.40514167761306,6.44
769,MLS,Toronto FC,Omar Gonzalez,Defender,31,77,205,24.306797099004893,6.86
770,MLS,FC Dallas,Jesse Gonzalez,Goalkeeper,24,76,180,21.907894736842106,6.59
772,MLS,Minnesota United FC,Jan Gregus,Midfielder,29,75,170,21.246222222222222,7.31
773,MLS,D.C. United,Julian Gressel,Midfielder,26,73,185,24.40514167761306,7.19
778,MLS,Chicago Fire FC,Jeremiah Gutjahr,Midfielder,22,70,160,22.955102040816328,6.36
779,MLS,FC Cincinnati,Andrew Gutman,Defender,23,72,170,23.053626543209877,6.25
780,MLS,Atlanta United FC,Brad Guzan,Goalkeeper,35,76,209,25.4375,6.71
781,MLS,FC Cincinnati,Joseph-Claude Gyau,Midfielder,27,69,165,24.363579080025204,6.22
782,MLS,New York City FC,Justin Haak,Midfielder,18,72,165,22.375578703703702,6.02
784,MLS,FC Cincinnati,Nick Hagglund,Defender,27,73,193,25.460499155563895,6.61
785,MLS,Minnesota United FC,Marlon Hairston,Midfielder,26,72,157,21.290702160493826,6.18
786,MLS,San Jose Earthquakes,Siad Haji,Midfielder,20,68,150,22.80493079584775,6.13
787,MLS,D.C. United,Bill Hamid,Goalkeeper,29,75,225,28.12,6.97
788,MLS,Columbus Crew SC,Jordan Hamilton,Forward,24,72,194,26.308256172839506,6.08
789,MLS,Houston Dynamo,Niko Hansen,Midfielder,25,70,170,24.389795918367348,6.05
790,MLS,Los Angeles Football Club,Jordan Harvey,Defender,36,71,170,23.70759769886927,6.77
792,MLS,Minnesota United FC,Jacori Hayes,Midfielder,24,67,150,23.490755179327245,6.35
793,MLS,FC Dallas,Matt Hedges,Defender,30,76,185,22.51644736842105,6.82
794,MLS,Chicago Fire FC,Fabian Herbers,Midfielder,26,72,165,22.375578703703702,6.46
795,MLS,Sporting Kansas City,Felipe Hernandez,Midfielder,21,67,135,21.14167966139452,5.6
797,MLS,Real Salt Lake,Aaron Herrera,Defender,22,71,160,22.31303312834755,6.86
798,MLS,D.C. United,Federico Higuain,Midfielder,35,68,165,25.085423875432525,6.81
799,MLS,San Jose Earthquakes,Danny Hoesen,Forward,29,73,165,21.76674798273597,6.44
800,MLS,FC Dallas,Ryan Hollingshead,Defender,29,73,180,23.74554325389379,7.22
801,MLS,Real Salt Lake,Erik Holt,Defender,23,73,185,24.40514167761306,6.58
803,MLS,Sporting Kansas City,Erik Hurtado,Forward,29,70,175,25.107142857142858,6.4
805,MLS,Atlanta United FC,Emerson Hyndman,Midfielder,24,69,135,19.93383742911153,6.43
806,MLS,Minnesota United FC,Romario Ibarra,Midfielder,25,69,160,23.625288804872927,6.54
808,MLS,New York City FC,Sebastien Ibeagha,Defender,28,74,187,24.006756756756758,6.32
811,MLS,Colorado Rapids,Clint Irwin,Goalkeeper,31,75,195,24.370666666666665,6.91
813,MLS,Colorado Rapids,Niki Jackson,Forward,24,73,175,23.085944830174515,6.07
814,MLS,Montreal Impact,Anthony Jackson-Hamel,Forward,26,73,180,23.74554325389379,6.41
816,MLS,Los Angeles Football Club,Dejan Jakovic,Defender,34,74,186,23.87837837837838,6.69
818,MLS,Columbus Crew SC,Hector Jimenez,Midfielder,31,69,140,20.67212770426381,6.44
819,MLS,Real Salt Lake,Sam Johnson,Forward,26,71,163,22.731402499504068,6.55
820,MLS,New York City FC,Sean Johnson,Goalkeeper,30,75,217,27.120177777777776,6.69
823,MLS,Seattle Sounders FC,Joevin Jones,Defender/Midfielder,28,71,160,22.31303312834755,6.65
824,MLS,New England Revolution,DeJuan Jones,Midfielder,22,69,165,24.363579080025204,6.54
825,MLS,San Jose Earthquakes,Florian Jungwirth,Defender,31,71,174,24.26542352707796,6.9
827,MLS,Minnesota United FC,Brent Kallman,Defender,29,74,190,24.39189189189189,6.61
828,MLS,Colorado Rapids,Kei Kamara,Forward,35,75,190,23.74577777777778,7.3
829,MLS,D.C. United,Ola Kamara,Forward,30,72,181,24.545331790123456,6.77
831,MLS,Chicago Fire FC,Johan Kappelhof,Defender,29,71,165,23.01031541360841,6.61
832,MLS,San Jose Earthquakes,Guram Kashia,Defender,32,73,172,22.690185775942954,6.73
833,MLS,LA Galaxy,Aleksandar Katai,Midfielder,29,72,155,21.019483024691358,7.14
834,MLS,Los Angeles Football Club,Mark-Anthony Kaye,Midfielder,25,74,154,19.77027027027027,7.32
835,MLS,Columbus Crew SC,Aboubacar Keita,Defender,20,74,180,23.10810810810811,6.54
837,MLS,Columbus Crew SC,Jon Kempin,Goalkeeper,27,73,170,22.426346406455245,5.91
839,MLS,Vancouver Whitecaps FC,Jasser Khmiri,Defender,22,76,187,22.75986842105263,7.07
842,MLS,LA Galaxy,Perry Kitchen,Midfielder,28,72,160,21.69753086419753,6.93
843,MLS,LA Galaxy,Sacha Kljestan,Midfielder,34,73,155,20.44755113529743,6.52
844,MLS,New England Revolution,Brad Knighton,Goalkeeper,35,74,180,23.10810810810811,6.24
845,MLS,Real Salt Lake,Damir Kreilach,Midfielder,31,73,174,22.954025145430663,7.1
847,MLS,Chicago Fire FC,Kenneth Kronholm,Goalkeeper,34,75,183,22.870933333333333,6.47
851,MLS,Columbus Crew SC,Matt Lampson,Goalkeeper,30,75,200,24.995555555555555,6.05
853,MLS,Montreal Impact,Lassi Lappalainen,Midfielder,21,72,175,23.73167438271605,6.7
854,MLS,Atlanta United FC,Jeff Larentowicz,Midfielder/Defender,36,73,175,23.085944830174515,6.47
855,MLS,Toronto FC,Richie Laryea,Defender,25,69,150,22.14870825456837,6.73
857,MLS,Seattle Sounders FC,Kelvin Leerdam,Defender,29,70,154,22.094285714285714,6.91
859,MLS,Atlanta United FC,Brooks Lennon,Defender,22,70,155,22.237755102040815,6.43
860,MLS,Colorado Rapids,Jonathan Lewis,Midfielder,22,67,150,23.490755179327245,6.24
861,MLS,Seattle Sounders FC,Danny Leyva,Midfielder,16,70,140,20.085714285714285,6.45
862,MLS,Inter Miami CF,Grant Lillard,Defender,24,76,195,23.73355263157895,6.19
863,MLS,San Jose Earthquakes,Nick Lima,Defender,25,69,177,26.135475740390675,6.56
864,MLS,Sporting Kansas City,Jaylin Lindsey,Defender,20,68,155,23.565095155709344,5.25
865,MLS,LA Galaxy,Sebastian Lletget,Midfielder,27,70,165,23.672448979591838,6.99
867,MLS,Minnesota United FC,Robin Lod,Midfielder,27,71,168,23.42868478476493,6.52
870,MLS,New York Red Bulls,Aaron Long,Defender,27,73,175,23.085944830174515,6.87
872,MLS,San Jose Earthquakes,Marcos Lopez,Defender,20,69,148,21.853392144507456,6.63
873,MLS,Portland Timbers,Marvin Loria,Midfielder,23,70,170,24.389795918367348,6.55
874,MLS,Nashville SC,Daniel Lovitz,Defender,28,70,170,24.389795918367348,6.72
875,MLS,Houston Dynamo,Adam Lundkvist,Defender,26,69,143,21.11510186935518,6.72
877,MLS,Portland Timbers,Larrys Mabiala,Defender,32,74,185,23.75,6.66
878,MLS,New York City FC,Gary Mackay-Steven,Midfielder,29,69,154,22.73934047469019,6.5
879,MLS,Real Salt Lake,Zac MacMath,Goalkeeper,28,74,190,24.39189189189189,6.82
882,MLS,New England Revolution,Michael Mancienne,Defender,32,73,190,25.064740101332333,6.53
883,MLS,FC Cincinnati,Kekuta Manneh,Forward,25,69,140,20.67212770426381,6.46
886,MLS,San Jose Earthquakes,Paul Marie,Defender,25,68,142,21.588667820069205,6.46
888,MLS,Real Salt Lake,Douglas Martinez,Forward,22,72,132,17.900462962962962,6.14
889,MLS,Houston Dynamo,Tomas Martinez,Midfielder,25,68,145,22.04476643598616,6.7
891,MLS,D.C. United,Felipe,Midfielder,29,69,150,22.14870825456837,6.31
892,MLS,Sporting Kansas City,Luis Martins,Defender,27,69,150,22.14870825456837,6.23
893,MLS,New York City FC,Ronald Matarrita,Defender,25,69,154,22.73934047469019,7.01
894,MLS,FC Cincinnati,Darren Mattocks,Forward,29,70,155,22.237755102040815,6.65
895,MLS,FC Dallas,Jimmy Maurer,Goalkeeper,31,74,185,23.75,7.17
896,MLS,Toronto FC,Chris Mavinga,Defender,28,73,172,22.690185775942954,6.67
897,MLS,Philadelphia Union,Olivier Mbaizo,Defender,22,70,155,22.237755102040815,6.85
900,MLS,Nashville SC,Dax McCarty,Midfielder,33,69,150,22.14870825456837,6.85
903,MLS,Philadelphia Union,Mark McKenzie,Defender,21,71,185,25.799444554651856,6.41
906,MLS,New York Red Bulls,Ryan Meara,Goalkeeper,29,76,185,22.51644736842105,6.99
907,MLS,New York City FC,Jesus Medina,Midfielder,23,70,154,22.094285714285714,6.35
910,MLS,FC Cincinnati,Haris Medunjanin,Midfielder,35,74,183,23.493243243243242,6.98
911,MLS,Sporting Kansas City,Tim Melia,Goalkeeper,33,73,190,25.064740101332333,6.65
912,MLS,Columbus Crew SC,Jonathan Mensah,Defender,29,74,183,23.493243243243242,6.53
913,MLS,Real Salt Lake,Justin Meram,Midfielder,31,73,165,21.76674798273597,6.24
915,MLS,Minnesota United FC,Romain Metanire,Defender,30,70,159,22.811632653061224,7.13
917,MLS,Colorado Rapids,Nicolas Mezquida,Midfielder,28,66,150,24.207988980716255,6.6
918,MLS,Orlando City SC,Benji Michel,Forward,22,70,165,23.672448979591838,6.56
919,MLS,Chicago Fire FC,Djordje Mihailovic,Midfielder,21,70,153,21.950816326530614,6.66
921,MLS,Nashville SC,Eric Miller,Defender,27,73,175,23.085944830174515,6.26
922,MLS,Minnesota United FC,Tyler Miller,Goalkeeper,27,76,195,23.73355263157895,6.67
923,MLS,Orlando City SC,Kamal Miller,Defender,22,72,185,25.087770061728396,6.58
925,MLS,New York City FC,Alexandru Mitrita,Midfielder,25,65,145,24.12662721893491,7.15
926,MLS,Columbus Crew SC,Youness Mokhtar,Midfielder,28,70,165,23.672448979591838,6.77
927,MLS,Minnesota United FC,Kevin Molino,Midfielder,29,71,145,20.221186272564967,6.97
929,MLS,Philadelphia Union,Jamiro Monteiro,Midfielder,26,68,137,20.828503460207614,7.29
930,MLS,Vancouver Whitecaps FC,Fredy Montero,Forward,32,69,165,24.363579080025204,6.71
932,MLS,Colorado Rapids,Drew Moor,Defender,36,72,165,22.375578703703702,6.36
934,MLS,D.C. United,Joseph Mora,Defender,27,69,132,19.490863264020163,6.8
935,MLS,New York City FC,Maximiliano Moralez,Midfielder,33,63,115,20.369110607205844,7.24
936,MLS,Portland Timbers,Jorge Moreira,Defender,30,68,165,25.085423875432525,7.18
937,MLS,D.C. United,Junior Moreno,Midfielder,26,69,154,22.73934047469019,6.8
938,MLS,Real Salt Lake,Ashtone Morgan,Defender,29,69,156,23.034656584751104,6.05
941,MLS,Seattle Sounders FC,Jordan Morris,Forward,25,71,185,25.799444554651856,7.16
942,MLS,Toronto FC,Justin Morrow,Defender,32,69,153,22.591682419659737,6.68
943,MLS,FC Dallas,Santiago Mosquera,Midfielder,25,66,185,29.85651974288338,6.74
944,MLS,Orlando City SC,Joao Moutinho,Defender,22,72,156,21.15509259259259,6.77
945,MLS,Orlando City SC,Chris Mueller,Midfielder,23,69,169,24.954211300147026,6.65
947,MLS,Vancouver Whitecaps FC,Georges Mukumbilwa,Midfielder/Defender,20,71,160,22.31303312834755,6.04
948,MLS,Real Salt Lake,Luke Mulholland,Midfielder,31,69,150,22.14870825456837,6.2
949,MLS,Toronto FC,Patrick Mullins,Forward,28,73,175,23.085944830174515,6.05
954,MLS,New York Red Bulls,Alex Muyl,Midfielder,24,71,175,24.404879984130133,6.71
955,MLS,Columbus Crew SC,Darlington Nagbe,Midfielder,29,69,165,24.363579080025204,6.97
961,MLS,New York Red Bulls,Sean Nealis,Defender,23,76,185,22.51644736842105,6.57
964,MLS,FC Dallas,John Nelson,Defender,21,69,160,23.625288804872927,6.45
965,MLS,Vancouver Whitecaps FC,Jake Nerwinski,Defender,25,72,175,23.73167438271605,6.64
966,MLS,Philadelphia Union,Michee Ngalina,Forward,20,71,150,20.91846855782583,5.87
967,MLS,Inter Miami CF,Lee Nguyen,Midfielder,33,68,150,22.80493079584775,6.54
968,MLS,Colorado Rapids,Sam Nicholson,Midfielder,25,69,157,23.18231463978156,6.64
972,MLS,Seattle Sounders FC,Shane O'Neill,Defender,26,74,190,24.39189189189189,6.59
973,MLS,Seattle Sounders FC,Alfonso Ocampo-Chavez,Forward,18,70,142,20.37265306122449,6.18
976,MLS,D.C. United,Chris Odoi-Atsem,Defender,24,70,150,21.520408163265305,6.35
978,MLS,Montreal Impact,Orji Okwonkwo,Midfielder,22,68,160,24.325259515570934,6.74
980,MLS,FC Dallas,Zdenek Ondrasek,Forward,31,73,174,22.954025145430663,6.69
981,MLS,Real Salt Lake,Nedum Onuoha,Defender,33,72,210,28.47800925925926,6.72
982,MLS,Minnesota United FC,Ike Opara,Defender,31,74,180,23.10810810810811,7.04
985,MLS,Toronto FC,Jonathan Osorio,Midfielder,27,69,161,23.77294685990338,6.73
987,MLS,Los Angeles Football Club,Diego Palacios,Defender,20,67,143,22.394519937625308,6.37
992,MLS,Portland Timbers,Cristhian Paredes,Midfielder,21,72,155,21.019483024691358,6.85
993,MLS,New York Red Bulls,Tim Parker,Defender,27,74,195,25.033783783783782,6.47
994,MLS,New York City FC,Keaton Parks,Midfielder,22,75,178,22.246044444444443,6.74
1001,MLS,New England Revolution,Cristian Penilla,Forward,28,69,165,24.363579080025204,6.79
1002,MLS,FC Dallas,Ricardo Pepi,Forward,17,73,170,22.426346406455245,6.16
1003,MLS,Orlando City SC,Mauricio Pereyra,Midfielder,30,67,145,22.707730006683004,6.94
1004,MLS,Los Angeles Football Club,Adrien Perez,Forward,24,72,170,23.053626543209877,6.22
1009,MLS,Montreal Impact,Samuel Piette,Midfielder,25,67,174,27.249276008019603,6.68
1011,MLS,D.C. United,Donovan Pines,Defender,22,77,195,23.12109967954124,7.12
1013,MLS,Portland Timbers,Andy Polo,Midfielder,25,68,155,23.565095155709344,6.3
1014,MLS,FC Dallas,Paxton Pomykal,Midfielder,20,67,145,22.707730006683004,6.97
1016,MLS,Inter Miami CF,Alvas Powell,Defender,25,72,165,22.375578703703702,6.66
1017,MLS,Toronto FC,Alejandro Pozuelo,Midfielder,28,67,140,21.92470483403876,7.41
1018,MLS,Colorado Rapids,Jack Price,Midfielder,27,67,152,23.80396524838494,7.0
1019,MLS,Philadelphia Union,Kacper Przybylko,Forward,27,76,194,23.611842105263158,7.51
1023,MLS,Real Salt Lake,Andrew Putna,Goalkeeper,25,74,180,23.10810810810811,6.82
1025,MLS,Houston Dynamo,Darwin Quintero,Forward,32,65,142,23.627455621301774,7.08
1027,MLS,Montreal Impact,Jukka Raitala,Defender,31,71,174,24.26542352707796,6.38
1028,MLS,Houston Dynamo,Christian Ramirez,Forward,29,74,187,24.006756756756758,6.73
1030,MLS,Minnesota United FC,Greg Ranjitsingh,Goalkeeper,26,75,195,24.370666666666665,6.64
1036,MLS,New England Revolution,Justin Rennicks,Forward,21,71,165,23.01031541360841,5.97
1038,MLS,Vancouver Whitecaps FC,Yordy Reyna,Midfielder/Forward,26,67,145,22.707730006683004,6.83
1039,MLS,FC Dallas,Bryan Reynolds,Defender,18,75,170,21.246222222222222,6.07
1041,MLS,FC Cincinnati,Spencer Richey,Goalkeeper,27,74,195,25.033783783783782,6.53
1042,MLS,Vancouver Whitecaps FC,Tosaint Ricketts,Forward,32,71,170,23.70759769886927,6.34
1043,MLS,New York City FC,Alexander Ring,Midfielder,29,68,159,24.173226643598618,6.99
1044,MLS,San Jose Earthquakes,Andres Rios,Forward,30,70,172,24.676734693877552,6.38
1047,MLS,FC Dallas,Thomas Roberts,Midfielder,18,71,150,20.91846855782583,6.38
1049,MLS,Atlanta United FC,Miles Robinson,Defender,23,74,185,23.75,7.04
1050,MLS,Inter Miami CF,Luis Robles,Goalkeeper,35,72,200,27.121913580246915,6.59
1051,MLS,New York City FC,Tony Rocha,Midfielder,26,69,166,24.511237135055662,6.33
1053,MLS,Los Angeles Football Club,Brian Rodriguez,Forward,19,68,150,22.80493079584775,6.73
1055,MLS,Houston Dynamo,Memo Rodriguez,Midfielder,24,68,142,21.588667820069205,6.79
1056,MLS,Seattle Sounders FC,Alex Roldan,Defender,23,70,155,22.237755102040815,6.31
1057,MLS,Seattle Sounders FC,Cristian Roldan,Midfielder,24,68,165,25.085423875432525,7.16
1060,MLS,Nashville SC,Dave Romney,Defender,26,74,190,24.39189189189189,6.61
1061,MLS,Columbus Crew SC,Eloy Room,Goalkeeper,31,74,179,22.97972972972973,6.57
1062,MLS,Vancouver Whitecaps FC,Andy Rose,Midfielder,30,74,175,22.466216216216218,6.35
1063,MLS,Orlando City SC,Oriol Rosell,Midfielder,27,72,168,22.78240740740741,6.64
1064,MLS,Colorado Rapids,Keegan Rosenberry,Defender,26,68,160,24.325259515570934,6.85
1066,MLS,Los Angeles Football Club,Diego Rossi,Forward,22,67,146,22.864335041211852,7.38
1067,MLS,New England Revolution,Kelyn Rowe,Midfielder,28,68,150,22.80493079584775,6.33
1069,MLS,New York Red Bulls,Daniel Royer,Midfielder,29,70,160,22.955102040816328,6.98
1070,MLS,Colorado Rapids,Diego Rubio,Forward,26,71,170,23.70759769886927,7.28
1073,MLS,Real Salt Lake,Albert Rusnak,Midfielder,25,69,161,23.77294685990338,7.08
1074,MLS,Sporting Kansas City,Johnny Russell,Midfielder,30,70,168,24.102857142857143,7.18
1075,MLS,Colorado Rapids,Abdul Rwatubyaye,Defender,23,73,175,23.085944830174515,6.3
1076,MLS,New York Red Bulls,Marc Rzatkowski,Midfielder,30,67,143,22.394519937625308,7.14
1078,MLS,Houston Dynamo,Michael Salazar,Forward,27,71,165,23.01031541360841,6.11
1079,MLS,San Jose Earthquakes,Shea Salinas,Defender,33,70,150,21.520408163265305,6.56
1080,MLS,Sporting Kansas City,Daniel Salloi,Forward,23,73,150,19.787952711578157,6.3
1081,MLS,Sporting Kansas City,Ilie Sanchez,Midfielder,29,71,170,23.70759769886927,6.59
1083,MLS,New York City FC,James Sands,Defender/Midfielder,19,71,162,22.591946042451895,6.72
1085,MLS,Columbus Crew SC,Pedro Santos,Midfielder,32,66,139,22.43273645546373,7.24
1086,MLS,Philadelphia Union,Sergio Santos,Forward,25,72,181,24.545331790123456,6.53
1088,MLS,Real Salt Lake,Tate Schmitt,Forward,22,71,161,22.45248958539972,6.08
1092,MLS,D.C. United,Ulises Segura,Midfielder,26,72,154,20.883873456790123,6.55
1093,MLS,Los Angeles Football Club,Eddie Segura,Defender,23,69,155,22.886998529720646,6.73
1094,MLS,D.C. United,Chris Seitz,Goalkeeper,33,75,236,29.494755555555557,6.09
1095,MLS,Montreal Impact,Amar Sejdic,Midfielder,23,70,158,22.668163265306124,5.96
1096,MLS,FC Dallas,Brandon Servania,Midfielder,21,70,160,22.955102040816328,6.76
1097,MLS,Toronto FC,Jacob Shaffelburg,Midfielder,20,70,150,21.520408163265305,6.52
1099,MLS,Colorado Rapids,Andre Shinyashiki,Forward,22,69,150,22.14870825456837,6.91
1100,MLS,Seattle Sounders FC,Harry Shipp,Midfielder,28,69,145,21.41041797941609,6.51
1101,MLS,Montreal Impact,Shamit Shome,Midfielder,22,69,155,22.886998529720646,6.4
1103,MLS,Real Salt Lake,Marcelo Silva,Defender,31,74,181,23.236486486486488,6.54
1104,MLS,San Jose Earthquakes,Judson,Midfielder,26,66,143,23.078282828282827,6.77
1105,MLS,New York Red Bulls,Josh Sims,Midfielder,23,68,148,22.500865051903116,6.71
1106,MLS,New England Revolution,Seth Sinovic,Defender,33,70,170,24.389795918367348,6.43
1108,MLS,Los Angeles Football Club,Pablo Sisniega,Goalkeeper,24,75,175,21.871111111111112,6.57
1110,MLS,LA Galaxy,Jorgen Skjelvik,Defender,28,72,170,23.053626543209877,6.59
1113,MLS,Orlando City SC,Kyle Smith,Defender,28,71,180,25.102162269390995,6.41
1114,MLS,Sporting Kansas City,Graham Smith,Defender,24,75,186,23.245866666666668,6.72
1119,MLS,FC Cincinnati,Caleb Stanko,Midfielder,26,71,179,24.96270581233882,6.19
1123,MLS,Houston Dynamo,Aljaz Struna,Defender,29,74,185,23.75,6.33
1124,MLS,New York City FC,Brad Stuver,Goalkeeper,29,75,180,22.496,6.51
1125,MLS,Seattle Sounders FC,Gustav Svensson,Midfielder/Defender,33,72,155,21.019483024691358,7.0
1126,MLS,Inter Miami CF,Ben Sweat,Defender,28,74,175,22.466216216216218,6.58
1128,MLS,Montreal Impact,Saphir Taider,Midfielder,28,70,160,22.955102040816328,7.05
1129,MLS,New York City FC,Ismael Tajouri-Shradi,Midfielder,26,66,141,22.755509641873278,6.79
1131,MLS,New York Red Bulls,Amro Tarek,Defender,27,75,194,24.24568888888889,6.77
1132,MLS,Vancouver Whitecaps FC,Russell Teibert,Midfielder,27,68,150,22.80493079584775,6.45
1134,MLS,San Jose Earthquakes,Tommy Thompson,Defender,24,67,145,22.707730006683004,6.81
1136,MLS,New York City FC,Anton Tinnerholm,Defender,29,69,150,22.14870825456837,6.91
1137,MLS,Real Salt Lake,Donny Toia,Defender,27,68,160,24.325259515570934,6.8
1138,MLS,Seattle Sounders FC,Nouhou Tolo,Defender,22,70,175,25.107142857142858,6.42
1140,MLS,Inter Miami CF,Roman Torres,Defender,34,74,195,25.033783783783782,6.68
1141,MLS,Minnesota United FC,Mason Toye,Forward,21,75,180,22.496,6.57
1142,MLS,LA Galaxy,Diedie Traore,Defender,21,72,180,24.40972222222222,6.96
1143,MLS,Inter Miami CF,Wil Trapp,Midfielder,27,68,150,22.80493079584775,6.72
1145,MLS,Portland Timbers,Bill Tuiloma,Defender,25,70,175,25.107142857142858,6.75
1146,MLS,New England Revolution,Matt Turner,Goalkeeper,25,75,175,21.871111111111112,7.06
1148,MLS,FC Dallas,Ema Twumasi,Forward,22,68,160,24.325259515570934,5.89
1149,MLS,FC Cincinnati,Przemyslaw Tyton,Goalkeeper,33,77,195,23.12109967954124,6.24
1150,MLS,Inter Miami CF,Victor Ulloa,Midfielder,28,71,165,23.01031541360841,6.44
1152,MLS,Montreal Impact,Maximiliano Urruti,Forward,29,72,165,22.375578703703702,6.79
1153,MLS,Houston Dynamo,Zarek Valentin,Defender,28,71,156,21.75520730013886,6.43
1155,MLS,Portland Timbers,Diego Valeri,Midfielder,33,70,165,23.672448979591838,7.29
1156,MLS,New York Red Bulls,Florian Valot,Midfielder,27,69,153,22.591682419659737,6.89
1157,MLS,FC Cincinnati,Maikel van der Werff,Defender,31,73,181,23.877462938637642,6.55
1159,MLS,FC Cincinnati,Brandon Vazquez,Forward,21,75,175,21.871111111111112,6.68
1160,MLS,San Jose Earthquakes,Daniel Vega,Goalkeeper,35,74,200,25.675675675675677,6.67
1161,MLS,Houston Dynamo,Matias Vera,Midfielder,24,67,155,24.273780351971485,6.67
1165,MLS,Colorado Rapids,Sam Vines,Defender,20,70,150,21.520408163265305,6.41
1168,MLS,Philadelphia Union,Kai Wagner,Defender,23,72,172,23.324845679012345,6.8
1173,MLS,FC Cincinnati,Kendall Waston,Defender,32,77,195,23.12109967954124,6.62
1175,MLS,Toronto FC,Quentin Westberg,Goalkeeper,34,73,174,22.954025145430663,6.59
1176,MLS,New York Red Bulls,Brian White,Forward,24,70,170,24.389795918367348,6.84
1179,MLS,Columbus Crew SC,Josh Williams,Defender,32,74,192,24.64864864864865,6.59
1180,MLS,Portland Timbers,Eryk Williamson,Midfielder,22,69,155,22.886998529720646,6.23
1181,MLS,Nashville SC,Joe Willis,Goalkeeper,31,77,189,22.409681227863047,6.52
1182,MLS,Colorado Rapids,Danny Wilson,Defender,28,74,174,22.33783783783784,6.59
1184,MLS,San Jose Earthquakes,Chris Wondolowski,Forward,37,72,165,22.375578703703702,6.74
1185,MLS,Philadelphia Union,Andrew Wooten,Forward,30,73,187,24.668981047100768,6.28
1187,MLS,Los Angeles Football Club,Bradley Wright-Phillips,Forward,35,68,155,23.565095155709344,6.27
1188,MLS,Colorado Rapids,Deklan Wynne,Defender,25,70,165,23.672448979591838,6.37
1191,MLS,D.C. United,Griffin Yow,Forward,17,67,135,21.14167966139452,6.13
1192,MLS,San Jose Earthquakes,Jackson Yueill,Midfielder,23,70,165,23.672448979591838,6.77
1193,MLS,New England Revolution,Wilfried Zahibo,Midfielder,26,74,175,22.466216216216218,6.52
1194,MLS,Portland Timbers,Renzo Zambrano,Midfielder,25,67,150,23.490755179327245,6.47
1195,MLS,Columbus Crew SC,Gyasi Zardes,Forward,28,73,187,24.668981047100768,6.9
1196,MLS,Toronto FC,Eriq Zavaleta,Defender,27,73,185,24.40514167761306,6.28
1197,MLS,New York City FC,Gedion Zelalem,Midfielder,23,71,155,21.61575084308669,6.23
1199,MLS,Nashville SC,Adrian Zendejas,Goalkeeper,24,77,185,21.935402260077584,6.6
1200,MLS,FC Dallas,Reto Ziegler,Defender,34,72,176,23.867283950617285,6.61
1201,MLS,Nashville SC,Walker Zimmerman,Defender,26,75,185,23.12088888888889,6.9
1203,MLS,LA Galaxy,Ethan Zubak,Forward,22,72,165,22.375578703703702,5.95
1205,MLS,Sporting Kansas City,Graham Zusi,Defender,33,70,160,22.955102040816328,6.8
